file,accuracy
ExampleDBB_LOGREG_SMA_RSI21.xlsx,0.5193621867881549
BTCUSD_LOGREG_SMA_RSI21.xlsx,0.5176336746302617
Praesi_Sheet_BTCUSD_LOGREG_SMA_RSI21.xlsx,0.5176336746302617
ExampleDBB_LINMODEL_DIRECTION_SMA_RSI21.xlsx,0.5148063781321185
ExampleDBB_MACD_BACKTEST_12_26_9.xlsx,0.4973905150896301
ExampleDBB_EMA12_BACKTEST.xlsx,0.4944406625822555
ExampleDBB_RSI_21_BUY30_BACKTEST.xlsx,0.4872321021431829
ExampleDBB_MACD_RSI_SMA_BACKTEST.xlsx,0.4829001367989056
ExampleDBB_MACD_RSI_BACKTEST_12_26_9_RSI21_BUY30.xlsx,0.4819881440948472
